chunk_id,text
40,[not hate] has lost the plot ; pl hang criminals of this traitor party also purge bjp
41,[not hate] obama : many more in us die from gun-related incidents than from terrorism
42,[hate] ernst zndel : the hitler we loved and why | read more : via how we need him now .
43,[not hate] ' holocaust ' debate / comments / news french comic dieudonne at europe rights court over robert faurisson : fr ...
44,[not hate] what race is jihad terror again ? i always forget gop wont associate w racist
45,[not hate] nato cannot defend the baltics from a russian invasion  war game shows reports
46,[hate] look at what this filthy  anti-white jew tim wise said . threatening trump supporters .
47,[not hate] christian leaders aren't all silent  to some degree we're on the same boat as jews  we aren't news !
48,[not hate] white crime
49,[hate] : you jihad enablers are so filled with hate  it oozes out of your
50,[not hate] it ' okay to be white .
51,[not hate] white kids plotting to genocide anyone who isn't white until their teacher gently informs them of their white privilege .
52,[not hate] listening to of on has made me want to throw up multiple times . #altright = racist racist racist
53,[not hate] our president  ceo  and general counsel alan sears responds to the high court's decision . #scotus #elanephotography
54,[hate] white race is in danger  do not delay  wipe out china & north korea ; they r hand in glove
55,[hate] #macon ga : macon's mlk drive ebt marts are wrapped in anti-theft caging . and tacky  yellow anti-theft cages at that .
56,[not hate] of what romans thought of these people . that's not to say they were actually barbarian savages . but my original argument was that in the
57,[not hate] bill mitchell telling fairy stories  a cuck for all seasons . superficial thinker with no common sense or decency .
58,[not hate] the left is losing their exalted status as defenders of liberty . another white pill
59,[not hate] feds : 664607 illegals granted amnesty via
60,"[hate] now try something correct. by, loser. let us in the real world do"
61,[not hate] : : what big companies oppose a small business ' case for religious freedom ?
62,[not hate] the sad mind and evil media genius behind
63,[not hate] leftist no-platforming is counterproductive.many people are attracted to right-wing ra
64,"[hate] what else should american's know about them?who trained,funded and equipped these animals?ameri"
65,[not hate] black man  white woman . genius .
66,"[hate] So how much Indian ARE you? I mean, you don't look it."
67,[not hate] and we're getting goldman-sachs economics w / neoconservative foreign policy wrapped up in a pretty populist bow
68,[not hate] aesthetics aren't everything  sure .
69,[not hate] ' holocaust ' debate / comments / news kitty hart-moxon full testimony : ~ today i watched kitty hart full testi ...
70,[not hate] history is groipsnof people hating each-other until one kills enough of them that they give up
71,[hate] christopher bollyn embarrasses angry jew during q & a
72,[not hate] lawmakers demand admin deploy national guard #afire #tcot #teaparty national security
73,[not hate] we're live to discuss the #scotus ruling in greece v . galloway ! join in here : #prayer
74,[not hate] suspected spiritual and clan leader
75,[hate] yes white people in general are the new jews for the new kkk / antifa .
76,[hate] another dead white girl at the hands of a black . they're ver going to learn .
77,[not hate] the department of justice begins planned parenthood investigation .
78,[not hate] anyone that thinks this is a one-off can see for themselves that these hoaxes happen all the time
79,[not hate] alt-right beefs via #altright
80,"[hate] 3 year's actually, we ready to swap the palestinians with mexicans, but no canadian they too weirdo."
81,[not hate] indeed it's absolute tyranny ! locking someone up for their views is contrary to western political traditions . #withjewswelose
82,[hate] how are they being forced to film gay or lesbian marriage ? if this is a religious message are they designated as a church ?
83,[not hate] what do you mean ? when did white supremacy end ?
84,[not hate] #altright it doesn't matter if you abided by the law  these are the enemies institutions . they hate you because you don't hate yourself .
85,[not hate] : why don't you educate yourself on what islam really teaches . and get a clue
86,[hate] all black people are racist .
87,[hate] too bad there aren't any white people in oakland ...
88,[not hate] i'm not even white but my respects to you guys
89,"[hate] i may be powerless to stop trannies from sharing a locker room with my daughter, but gosh darn it i can get a lot of sons killed overseas!"
90,"[not hate]  rt obama calls self  "" champion-in-chief "" "" for illegal aliens  amnesty #noamnesty #immigration """
91,[not hate] this must b fake news b cuz dems & media keep telling us every illegal follows the law . except the laws regarding immigration id theft etc
92,[not hate] stop using stupid words like fundamental extremists etc . it is jihad . you don't have to kill to exercises jihad . ask
93,[not hate] what vindication for us ! and what jackasses shaun king and all the white
94,[not hate] nypd killer fb video ~ corrected and enhanced : #tcot #ccot #pjnet #supportnypd ! #cults
95,[hate] yea white rich people or racists
96,[not hate] double standard . you hate white people .
97,"[not hate]  wow . she took  "" fellow white people "" "" to a whole new level ! """
98,[not hate] : the trump movement is white nationalism . to deny it is
99,[not hate] so that explains all the inner fighting and hate among whites ?
100,[not hate] it's true trump's win has sparked an increase in racist rhetoric  but we can hope this vilification of white voters will eventually abate
101,[not hate] doesn't the republican party expel and repudiate white nationalists from its ranks and withholds $ $ !
102,"[hate] 500,000 is still too much immigration! we need to drop it to 300,000 or so or reintroduce tancredo's immigration moratorium bill!"
103,[hate] white is creator of modern science  no one can dilute it . we want white to flourish  beautiful
104,[hate] illegal immigration is theft
105,[hate] whites need to identify as white because jews are targeting us as whites
106,[not hate] so where do you stand on america being a country for white people ?
107,"[hate] what is a muslim 's favourite band ? the taliband , their performances always blows the audience away"
108,[not hate] sergey lavrov remarks at meeting of the council of the heads of russian federation regions
109,[not hate] anything to avoid admitting you side with the wrong people . #alternativefacts and delusion
110,[not hate] the reeds trusted god to use their ministry  and were a part of their historic victory at the supreme court !
111,[not hate] all you have proven with this is you're anti gay as well as being a white nationalist .
112,"[not hate]   "" mock "" "" groping  the poor girl was asleep it was the only way he could get close to her . but that is what dems are they think that kind of thing is funny . """
113,[not hate] yes   we must stand against white supremacy & racist violence  but is a biased  discredited org .
114,[hate] the white genocide continues : white race now a minority in three more uk towns and cities via #flegs
115,[not hate] richard spencer is coming to auburn university via
116,[not hate] he later apologized for his racist stupidity  but he has a tremendous case of
117,[not hate] action report : return to charlottesville
118,[hate] savages have moved the war to the home-front through legal and illegal immigration.
119,[not hate] splcs mark potok : donald trump is a racist  has white nationalist positions : splc now officially on the t ...
120,[not hate] and then yall have the nerve to complain when people call actual nazis  nazis .
121,[hate] : video : czechs pledge loyalty to homeland and the reich ( 1942 )
122,[hate] a hindu in america with a job is a white man without a job . you see what i'm getting at ? as a white man that bothers me
123,[not hate] would be much more impressive if it included freedom to hold a doctrine which differed from yours  ton . #istandsunday
124,[not hate] do you dipshits think that the ancient greeks were white ?
125,[not hate] aap has hit rock bottom n now ' ve started digging cc #aaptards
126,[hate] : only in the land of the ... cough ... free ! ! lol wake up white man ! white students suspended for wearing white to school ...
127,[hate] hey guys anyway i can join up ? i follow orders really well . just ask anybody  no one does #uncletom like me !
128,[hate] why white people seek black privilege - breitbart
129,[not hate] white candidate for dnc chair says her job will be to shut other white people down [ video ] via
130,"[hate] in a marketplace of ideas, few girls have anything original to offer. what they can offer is brief dopamine spurts from the occasional flirtation. assume everyone on the internet is a man, and act accordingly."
131,[not hate] jewish guy writes article saying he's alt right ; alt right commenters say no he isn't  and he should move to israel
132,[not hate] these are poor underprivileged people that you think are like that because of race  just like you think you're so great because you're white
133,[not hate] hope all u guys had a happy white xmas
134,[not hate] official nyc oi ! fest poster . get tix here
135,[not hate] i haven't seen r spencer & p geller shouting kill the islamists  behead them & so on
136,[not hate] video : the story of pastor #freetobelieve
137,[hate] What's the difference between a dog and a pizza? One can feed a family of four Asian people.
138,[not hate] a fetus is a baby and needs to be treated w / respect and dignity ! infant messaging with the select panel :
139,[not hate] anyone snap any pics of antifa at amren ? last year we got some good ones
140,[not hate] white students turned away from anti-racism seminar for being white | read more : via
141,[not hate] africa violence intensifies in melbourne via
142,[not hate] all politics are identity politics
143,[hate] bernie bros are entitled white males via #maleprivilege #culturalmarxism #feminismiscamcer #democrats
144,[not hate] identity evropa founder delivering a speech at detroit conference last weekend . video coming soon !
145,"[not hate]   "" i call on pres . obama & his party to withdraw their opposition to the pain capable unborn child protection act . "" "" - #theyfeelpain """
146,[not hate] i mean revolutionary
147,[not hate] hope now  algawav wadi netas ' will go to meet pakistani ambassador to india to discuss on #kashmirfloods & ask for help :-p
148,[not hate] respect families of #blackhairmaters who have darker skin than
149,[not hate] nice to see proper vertical flag displays . identity evropa definitely knows what is and isn't american .
150,[not hate] federal judge says he will declare ohio's marriage amendment unconstitutional h / t
151,[not hate] the men of normandy had faith that what they were doing was right  faith that they fought for all humanity ... ( 1/2 ) #dday70
152,[not hate] massive difference but it will be closer than you think
153,[hate] : look at the word games though . i organized the rally & i'm not a ' racist ' or ' neo-nazi ' . i'm pro-white & p
154,[not hate] white tears
155,[not hate] hill is saying that southerners are white people  but the two are not interchangeable
156,[hate] aggressive hiv strain causes aids faster - african expected to bring it to the usa and europe via
157,[not hate] not syrians but pakistanis in german refugees-that country finished ! !
158,[hate] there is no place for a white man in the democrat party .
159,[hate] the beast as saint : the truth about martin luther king jr . #swrm via
160,[hate] we have seen what anglojews have done to sweden  don't try to tell us that you are white and one of us please .
161,"[not hate]  if you are white you are  "" apologizing for hate . "" "" """
162,[not hate] are you saying white men aren't rapists
163,"[not hate]  rt are you more afraid of someone calling you a  "" racist "" "" than losing your liberty ? really ? #wednesdaywisdom #pmqs """
164,[hate] expulsion from human race though
165,[not hate] could you stoop any lower ? don't think so  loser .
166,[hate] always be armed  in case you meet antifa faggots or lesbians or communists ! and aim to kill !
167,[not hate] lets turn our hate into action : action report on the liverpool white man march | read more :
168,[not hate] way to stan for the white supremacists  jad
169,[not hate] girl  sure you can wait & must  coz your allah haven't yet decided whether to made 72 male virgin raisins for your martyrdom .
170,[not hate] america was classically liberal when america was white .
171,[hate] in us  black lives matter is not racist but kkk is ? questions about sincerity and seriousness . if blm is not racist  kkk cannot be .
172,[hate] i know it's not working out and i know we need to push back . people came here for econ reasons  they can leave for econ reasons . they get
173,"[hate]  democracy is being governed by a  "" majority "" "" of wealthy jews and their non-white identity group lackeys """
174,[not hate] no wall . just increases sell of tall ladders or tunneling machines or boats . stupid .
175,[hate] so  if islam is innocuous  why were the crusades launched ?
176,[not hate] unless when white people do it it's fine
177,[not hate] : how's a jewish kid from cleveland going to usher in a jew-free  white ethnostate in your fantasy alt-south  ? ni
178,[not hate] cruz crew : georgia illustrates why you arent takenseriously
179,"[hate] My boyfriend is half black. Sorry, I’m such a pessimist. He’s half white."
180,[not hate] noticed you've been dabbling in race realism a bit . you might like the content of jared taylor of
181,[hate] if you ask me white kids should stay away from most black kids .. black youth are extremly hostile and negative in america these days .. sad but true
182,[not hate] the dying towns all across america  the crumbling infrastructure  people out of work - all is okay because of bread / circuses .
183,[not hate] did anyone hear cruz on radio today
184,[not hate] america is not a white nation .
185,[not hate] the #gosnell case was about abortion via
186,[hate] altrighters are already moving there . without legislation to force integration  all white / black areas are inevitable .
187,[not hate] also  we don't live under white supremacy ..
188,[not hate] 3 ) white is a color . whites are not being targeted because many look white . european christians & their descendants are being targeted .
189,[not hate] i congratulate ji for the conference that'll mark definite beginning of women-led development as envisioned by pm
190,[not hate] via : brooklyn borough president plans muslim outreach after arrests of muslims plotting to ... #tcot
191,"[not hate]  oh i agree some  "" americans are lazy . be productive to deny people gov benefits if they refuse work ! ~ """
192,[hate] are you serious ? even whites know this.they only give aid to steal more
193,[hate] it worked on south africa . i pray alabamans are made of sterner stuff .
194,[not hate] seriously though  what is she going on about ? love your heritage and your people
195,[hate] Every woman claims she was raped or sexually harassed in her past They are advertising their desirability to Chad.
196,[hate] it's the history of the european peoples  which are where white people come from . of course .
197,[not hate] trump  cruz  and new york values -
198,[not hate] swedish patriots
199,"[not hate]   "" : victory over obamacare featured on fox news watch the video > > "" "" ; """
200,[not hate] defendng yourself is only ok if you're white ?
201,[not hate] no doubt they'll all be headed to canada . i'm sure trudeau is already bent over in anticipation .
202,[not hate] : true  at the time i had not completed my research and you would have won . now i am ready .
203,[hate] shhh ! you'll trigger him to hate white people and coon's !
204,[not hate] trump  white nationalists  the media via #trump2016
205,[not hate] only if they were alt-right .
206,[not hate] so uci specializes in hating the jewish state people risk their lives to get to ?
207,[not hate] when dob registered laluji was cm of state . they were poor ?
208,[hate] roy moore rapes kids
209,[hate] : trump is the ultimate example of how to lead a movement right now & idiots like wallace don't
210,[hate] we've done our homework  those of us opposed to the extinction of the white race  that is . #tcot #ccot #wr
211,[not hate] retweeted elder lansing ( ): obama needs to stop trolling potus trump ! unlike that failure in chief ...
212,[hate] sweden seems to be even more mad than the uk .
213,[not hate] jihad : inspired  networked & directed
214,[not hate] not racist  just retarded .
215,[not hate] ' white history month ' sign stirs up flemington via
216,[not hate] how close was it between glorifying #kimdavisor #joshduggar ? will be attending ? #lgbt #duggary
217,[not hate] up next  joins to wrap the #theyfeelpain debate : #hr1797
218,[hate] then we have the same standard  and you're no better . you just sided with people not your own because you loathe your own . probably because you hate yourself . you are a traitor .
219,[hate] it would be nice to have historically white colleges and universities . we have them in the south . that would be called * racist * though
220,[not hate] humans are not originally white  we are descended from black hominides . yes  you and me too .
221,[not hate] : actually if you stand up to antifa you get legislation condemning you in the halls of gop congress and signed by
222,[not hate] blah blah blah hate hate hate . scared white woman .
223,[not hate] the clintons are going to bury us in their sleaze while the media blames trump for being a victim of it . america = failed state .
224,[not hate] your argument that europeans only exist as individuals and no broader culture exi
225,[not hate] cnn and msnbc will have a field day . thanks wallace  you shill .
226,[not hate] unfortunately its flatly false that it would make racists less bigoted ; it would be reinforcing their beliefs . ( living around real-life examples of [ insert group ] is effective  however . ) really cant imagine hospitality toward guests of the stripe they refuse to live with  tbh .
227,[hate] i agree. only the best. other nations use the merit based system.we can afford illegals.we have kids who can and need jobs. americans first
228,[not hate] sure did ! hands up don't shoot was proven i court to be a lie
229,"[not hate]  global intelligence compromised - respectfully work together ( black panthers )  "" underground "" "" respect """
230,[not hate] so  this is white supremacist .
231,[hate] where were the protests in milwaukee when five blacks were killed just prior to the young man who the cops killed ?
232,"[hate] ship them, and the traitor in the whitehouse, back to their countries."
233,[hate] reject each and every one of them. do not send them to usa. ship them back to their countries!!!!
234,[not hate] platform : guest worker program to keep big business flush w / cheap foreign labor #gop2012
235,[not hate] and they failed . so why are they there again ? the only people they intimidated were the cops .
236,[not hate] kashmiri hindus the forgotten minority #congwantsraktpat
237,[not hate] not at all unless you hate his white half . lol
238,[not hate] is attracting more white meat than a rally .
239,[hate] hope you're not white . cause that would make you a race traitor .
240,"[not hate]  rt mtv : cancel the show  "" white people "" "" - sign the petition ! """
241,[hate] south africa white genocide escalates  international jew-controlled media remains in silence via
242,[hate] jewish money is funding #farleft radicals & jew media is pushing their propaganda .
243,[not hate] what do you call white men like mcveigh  hitler and lately  paddock ? ? ? ange
244,"[hate]  rt #demdebate summed up for you :  "" we hate white people and can't wait until usa is majority non-white  "" "" say all the white candidates on stage . """
245,[not hate] cant someone make a realistic skinhead or klan movie . i mean true to the bone . where they don't give up on the movement or kill 4no reason
246,[not hate] very sad  and even worse there are many mayors and governors who disdain our officers  its horrifying really ? so glad i am retired .
247,[hate] yes and latin america is white class civilizing brown savages
248,[hate] she shouldn't be surprised. leftists and homosexuals are severely mentally ill.
249,[not hate] can i join your clan fellow white brother ... white power
250,[not hate] white people need respect too #stopthehate
251,[not hate] when you've got 60k people marching  you can have a couple of fit guys with decent fashio
252,[not hate] : same old propaganda machine mt us will lunch airstrikes agnst muslims ( majority casualties
253,[hate] from wide-eyed liberal to race realist - american renaissance via thanks
254,[hate] : kkk alive and well white brother hood unite ku klux klan bruh
255,[not hate] so i deserved to get cursed for suspecting someone was a white supremacist who retweeted white supremacists ... says the christian
256,[not hate] why so much jewish fear and loathing of donald trump ? | the occidental observer
257,[hate] if he really wants 2 b a chic its just as gross as white women dating blacks . we should preserve the white race .
258,"[hate] sickening, disheartening to see civilization actively participate in its own demise. muslims intend t"
259,[not hate] we must understand this : islam is predominantly a political ideology packaged as a religion .
260,[not hate] dems will be disappointed  but will justify & glorify his actions by blaming pres trump & all white people except white dem / politicians
261,[hate] Society is like a box of chocolates There are more browns than whites and the blacks are usually never touched.
262,[not hate] omg one rt of a person saying they bought them some white privileged at walmart nope sorry i would never be racist my falmily whom i love are not european descent go try again
263,[not hate] great video . rt : black history month and christianity--the faith behind great leaders : via
264,[hate] shouldn't have funds for any illegals other than expediting them out of here asap.
265,"[hate] people ask..if parents get deported, what of kids? duh, take them with you. i would"
266,[not hate] yes . national socialist party .
267,"[hate] What do you say to a woman with two black eyes? Nothing, you already told her twice."
268,[hate] come to my neighborhood muslim faggots ..
269,[not hate] preparing for race war : the south african bootcamps which are training thousands of white youths | read more :
270,[hate] the white trash continues under . take them down #hoodsoff #opkkk
271,[hate] no repentance for f-ing j * * * tweet ! finally ended gops endless paeans to israel . coulter gets results ! ! !
272,"[not hate]  but aj + said they were  "" mostly non-violent "" "" ... """
273,[not hate] : keep encouraging controversial people to hold speeches at public universities  and use the courts ( again ) when
274,[not hate] too all the people who are apart of this white supremacy  you must end the hate . hate is a sickness you all have .
275,[not hate] they aren't . us white people are to blame for our current situation .
276,[not hate] #projectsiege it would seem .
277,[hate] It's easy for them to multiply because their African genes are so incredibly pronounced .
278,[not hate] let's be a white resister via
279,[hate] retweeted elder lansing ( ): demokkkrats stop your racist deceit ! obama sat underneath a racist ...
280,[not hate] fusion lawbreakers advising how to break #usa laws
281,"[not hate]  has a problem with  "" the whites "" "" and "" "" the christians . "" "" go ahead  you are free to say it now ! """
282,[hate] this guy is jewish  monsieur . ( ( ( they ) ) ) are notoriously anti-white .
283,"[hate] where are the calls to cut immigration?! take us back to 200-250,000 annually!"
284,[not hate] rt : supreme court strikes down doma
285,[hate] What do you do when you see a black guy on stage? You raise your hand to bid on him.
286,[hate] wonder if white separatist will discuss #racist prison gangs killing law officials at conference near nashville  tn this wknd
287,[not hate] nationalism will stand on the rotten corpse of conservativism .
288,[not hate] south africa is probably the closes to america today . or germany . ooo also it happened in germany
289,[hate] you got that backwards . blacks took over thriving white cities and destroyed them . you are delusional and racist .
290,[not hate] they were still painted with white skin because the subjects were white . either way the shape of the faces is very european .
291,"[not hate]  rt they've shifted from labeling everyone  "" white supremacists "" "" to "" "" white nationalists "" "" which is odd . """
292,[not hate] video : robert spencer on google changing its search results to spike criticism of islam |
293,[not hate] civil war was a product of the negotiations between the founders . our nation has progressed beyond those racist beliefs of white superiority
294,[not hate] : white power !
295,[hate] just need to stop all visas coming to us for a few months and clean the system until all illegals are out and then minimize the allowed
296,"[not hate]  rt rt : idaho pastors face 180 days in jail for declining same-sex  "" wedding . "" "" this is wrong . """
297,[not hate] white people said sorry .
298,[not hate] you mean white supremacists ? got it .
299,[not hate] fun fact snopes is totally biased run by a liberal couple that push lib . agenda ! they also are bankrupt and divorcing due to possible fraud
300,[not hate] . says bring on the snow ! #marchforlife #whywemarch #weareprolife #blizzard2016
301,[hate] people jews should worry more about than linda sarsour the forward
302,[not hate] : fiorina dares clinton  obama to watch planned parenthood videos #gopdebate
303,[not hate] : #war on drugs ? see what the american #nazi party has to say about it : #politics #news #hitler
304,[not hate] : white south african author and academic daan wybenga tortured to death by black racist murders
305,[not hate] stuff it . we know how people like you really think . it's not about doing good  it's about feeling good .
306,[hate] your people came to a friendly and highly populated continent  and instead of making friends  like the spanish  destroyed .
307,[not hate] white hispanics ?
308,[not hate] your justification of #whitegenocide is 12 bar blues ? you are clutching at straws anti white .
309,"[hate]  rt what ? no protests ? no blaming all their woes on the  "" white cop "" "" ? racist  hypocritical thugs who are useful idiots 4 soros agenda  king is a poser . """
310,[not hate] a couple days from now you won't be able to find a single person who was ever in the #cruzcrew
311,"[not hate]  rt  "" the human being maintains the fruitfulness of the earth in the sweat of his brow . "" "" if you have the dirt  grow food . #family #farm #health """
312,[not hate] mt : can't believe ruffalo hasn't thought about the fact that he had a sibling who died from abortion
313,[not hate] did i blame white people ? i don't think i did
314,[not hate] you know gene wilder's jewish  right ?
315,[not hate] wow ! how racist can a person be ? ! i love #diamondsandsilk you tell him !
316,[hate] Muslims aren't terrorists They just want to die on their own terms but don't want to do it alone.
317,[not hate] every white christian or not should know about russian jew communists ; prior to ww white hollocaust vs herrel
318,[not hate] #auspol 84 % of all wanted criminals in copenhagen are non-white via
319,[not hate] : the ultimate humor is that the very people who attacked anglin for years are the ones who are now famous for bein
320,[not hate] americas poorest white town proves link between race and crime via
321,[hate] : highest probable suspect i'd say is another deranged white bernie bro / communist . another killer b
322,[not hate] is eww your mayo on white bread ?
323,"[not hate]  rt  "" there is one core issue in the immigration debate : the well-being of the american people . nothing even comes a close second . "" "" """
324,[hate] don't forget that in addition to being white makes you a racist we're supposed to feel guilty abt what monsters we r & how easy we've had it
325,[hate] sorry  ... my white privilege marginalized the black racist guilt trip
326,[not hate] cologne arab gang stole from churches to fund isis | full story :
327,[not hate] : an unusually self destructive people these scandis.oh yes i know them well
328,[not hate] what makes western counties white
329,[hate] great job white nationalism !
330,"[not hate]  lol  i'll never not laugh at  "" cuck . "" "" such an empty line . """
331,[hate] because jews are white too . they are caucasoid devils . but you hate them because they have a different religion .
332,[not hate] black lives matter
333,[not hate] there's no support for segregation or racial divide in the bible . it just isn't there
334,[not hate] [ video ] what are sexual orientation  gender identity ordinances anyway ?
335,[hate] the system is anti-white and anti-southern . i am pro-white and pro-southern . which side are you on ?
336,[not hate] he is white like you - delete this is wrong  people lie about him .
337,[not hate] racial egalitarianism is for lemmings .
338,[not hate] . & talk #religiousfreedom and the presidents easter prayer breakfast remarks now on .
339,[not hate] alex jones cries six million tears as he is unable to contain anger towards jews  blacks and muslims on his websites
340,[hate] the best way to counter this - do a reverse taqqiya on them. make the bastards believe you are friendly and stick it to them.
341,[hate] right on america needs to wake up  enough black on white hate crimes and our media does nothing for whites
342,[not hate] he gets called a racist if does that and gets called a racist when he does condemn the white supremacist idiots . fake media is ruthless
343,"[not hate]  alt-right is in no way shape nor form  "" conservative "" "" nor "" "" right-wing "" "" its a big govt nanny state disgrace hate """
344,"[not hate]  rt  "" : shri ajay tamta wins in almora "" "" """
345,[hate] jews what 's the best jew joke ever ? the holocaust
346,[hate] no on daca no on amnesty
347,[hate] the cuckservatives hate trump because trump is actually representing the interests of the white working class americans .
348,[hate] has the white race become too lazy ? our people have largely fallen to the disease of #materialism & comfort ... #news
349,"[not hate]  rt got a new piece on pc culture and the 2016 primary :  "" the people who call me racist are fascists  but the people i call racist are racists . "" "" """
350,"[not hate]  rt  "" and  at the same time  in restoring a captive people to their long-lost father-land  with bright prospects for the future "" "" lincoln on clay """
351,[not hate] anything covered in religious freedom laws can be written without invoking any religion = human rights
352,[not hate] how long we can tolerate such abuses ? pl . radiate
353,[not hate] you handled that shrew like a complete gentleman . much better than i would have for sure !
354,"[hate] She should be the employeer, and she needs to be a Mexican looking for a cleaning job."
355,[not hate] robert  do you really trust what this admin says ?
356,[hate] 74 % of terrorist attacks in the us come from you - us nazis and white supremacists / christi
357,[not hate] looks like the south is going big for trump . bad for cruz
358,"[not hate]  if stodgy old jared taylor is  "" edgy "" "" then i'm leon trotsky . """
359,[not hate] yep white people have history
360,"[not hate]  libs b like :  "" omg it like has nothing to do w / like immigration . like white men drive  like drunk  like all the time . omg . like  so racist "" "" ! """
361,[not hate] non-white candidate for london mayor : there are too many white men | read more : via
362,[hate] hindus who support islamist mamata will regret when they find that w. bengal is turning into a 600 ad barbaric state of arabia.
363,[hate] hispanic assimilation has failed rt #tcot #tlot #teaparty #ocra #ampat
364,[not hate] antifa get violent again in portland via
365,[hate] they kill each other  they kill christians  they just kill kill kill
366,[not hate] lots of white baby daddies these days...white/state media very
367,[not hate] all white males .
368,[not hate] white house revises birth-control rule via #prolife
369,[hate] he is ' moderate ' in only wanting to kill the infidel  nor torture and then kill them . very humane !
370,[hate] . hey watch this . #leftism = enabling #islamists since times before #crusades . #historyrepeats
371,[not hate] but isn't there a way to make these groups more powerful  with greater resources  by designing them to be hip through a measured level of transgression to begin with ?
372,[not hate] : my fave question to ask counter protesters ( who are always majority white ) is why do they hate white peopl
373,[not hate] the girl is bernile nienau . she and der fhrer share the same day of birth . she's jewish btw .
374,[not hate] the alt right and alt light advocate fascism and are against democracy . they say that themselves .
375,"[not hate]  by  "" our people "" ""  i'm assuming you mean white people ... or certain white people anyway . just asking  because i'm called to give help to anyone who needs help or support . have you heard the story of the good samaritan ? """
376,[not hate] so it is white not right ricky . good . right is nothing  white is all . you get this now ? good
377,[not hate] white heroes in movies #thingsimissaboutmychildhood
378,[not hate] actually  poland has taken in refugees from ukraine  and the polish people
379,[not hate] . is she a christian ? or jew ?
380,"[not hate]   "" president-elect trump promised to nominate pro life supreme court justices  and we will hold him to that "" "" #first100days """
381,[not hate] for the time  indian editors should do investigative stories about each other .
382,[not hate] . will u save hindus or force them to crave to be minority in the name of development ?
383,"[hate] haha crazy! its like saying blacks cant be intelligent,educated and well informed"
384,[hate] aka the jewish pedophile ring .
385,[hate] I didn't know that such a dark girl could be pretty.
386,[hate] #religiousfreedom = scared white people
387,[hate] What is an Ethiopian's favorite videogame? Don't Starve
388,[not hate] i don't care about charlottesville  the kkk  or white supremacy via
389,[hate] time for your babies to die now : black woman caught abusing white infant via
390,[not hate] i know and love your white trash show  but hate for some reason .
391,[not hate] remember : democrats believe felons should be allowed to vote . #blmkidnapping
392,[hate] let's organize a #buildthewall standoff protest in washington the biggest and boldest protest by whites ever
393,"[hate]  rt qur'an on saudi tv : non-muslims  "" worst of creatures "" "" : #islam #islamophobia #tcot """
